"Last  4809","JAIN SLEE 1.0 API Javadoc Assertions",,,,,,"T?: 0","High:174","1376 (ex methods)",22,168,354,24,24,318,,449,0,0,3
4014,,,"2 ","Pfd2","Repeat",1469,,,"Every time the operational state of the SLEE changes, the SleeManagementMBean object must emit a SleeStateChange notification.  ",,,,,,,,,,,
4445,,,"2 ","Pfd2","Assertion",,,"High","... it is required that the SleeManagementMBean object implement the javax.management.NotificationBroadcaster interface.",,,"SleeManagementMBeanIsNotifier",,,"Checks that the SleeManagementMBean implements NoficationBroadcaster using MBeanServer.isInstanceOf()","Matt","Complete",,,
4015,"javax.slee.management.SleeManagementMBean","getState",,"Pfd2","Method","1483",,,,,,,,,,,"Complete",,,
4016,,,"1","Pfd2","Repeat",1483,,,"Returns a SleeState object that indicates the current operational state of the SLEE.",,,,,,,,,,,
4017,,,"2 ","Pfd2","Impossible",,,,"ManagementException - if the operational state could not be determined due to a system-level failure.",,,,,,,,,,,
4018,"javax.slee.management.SleeManagementMBean","start",,"Pfd2","Method","1486,1487,1883,4022",,,,,,,,,,,"Complete",,,
4019,,,"1","Pfd2","Context",,,,"Request that the SLEE's event routing subsystem be started. ",,,,,,,,,,,
4020,,,"1","Pfd2","Covered","1486,1487",,,"The SLEE must be in the Stopped state, and transitions to the Starting state during this method invocation.",,,,,,,,,,,
4021,,,"1","Pfd2","Covered",1883,,,"The SLEE spontaneously moves out of the Starting state when conditions dictate.",,,,,,,,,,,
4022,,,"2.1","Pfd2","Assertion",,,"High","InvalidStateException - if the SLEE is not currently in the Stopped state.",,,"SleeStateMachineTest","Invalid from states:  STOPPING, STARTING, RUNNING Valid from state: STOPPED","Invalid from states:  STOPPING, STARTING, RUNNING Valid from state: STOPPED","Check that start() throws an InvalidStateException when invoked from the  STARTING, RUNNING and STOPPING states, and not when invoked from the STOPPED state.","Matt","Complete",,,
4023,,,"2.2","Pfd2","Impossible",,,,"ManagementException - if the operational state could not be determined due to a system-level failure.",,,,,,,,,,,
4024,"javax.slee.management.SleeManagementMBean","stop",,"Pfd2","Method","1489,1490,1887,4028",,,,,,,,,,,"Complete",,,
4025,,,"1","Pfd2","Context",,,,"Request that the SLEE's event routing subsystem be stopped.",,,,,,,,,,,
4026,,,"1","Pfd2","Covered","1489,1490",,,"The SLEE must be in the Running state, and transitions to the Stopping state during this method invocation.",,,,,,,,,,,
4027,,,"1","Pfd2","Covered",1887,,,"The SLEE spontaneously moves out of the Stopping state when conditions dictate.",,,,,,,,,,,
4028,,,"2.1","Pfd2","Assertion",,,"High","InvalidStateException - if the SLEE is not currently in the Running state.",,"Don't test from the STARTING state, as the SLEE could transition at any time to the RUNNING state, which is a valid state to invoke stop() from","SleeStateMachineTest","Invalid from states: STOPPED, STARTING, STOPPING Valid from state: RUNNING ","Invalid from states: STOPPED, STOPPING Valid from state: RUNNING ","Check that stop() throws an InvalidStateException when invoked from the  STOPPED and STOPPING states, and not when invoked from the RUNNING state.","Matt","Complete",,,
4029,,,"2.2","Pfd2","Impossible",,,,"ManagementException - if the operational state could not be determined due to a system-level failure.",,,,,,,,,,,
4030,"javax.slee.management.SleeManagementMBean","shutdown",,"Pfd2","Method","4034",,,,,,,,,,,"Complete",,,
4031,,,"1","Pfd2","Out of Scope",,,,"Shutdown and terminate all SLEE processes related to this server image.",,,,,,,,,,,
4032,,,"1","Pfd2","Out of Scope",,,,"In a distributed SLEE all nodes should terminate in response to this request.",,,,,,,,,,,
4033,,,"1","Pfd2","Impossible",,,,"This method should never return, and does not cause the emission of a SleeStateChange notification.",,"Testing of shutdown is not supported by the current TCK architecture.",,,,,,,,,
4034,,,"2.1","Pfd2","Assertion",,,"High","InvalidStateException - if the SLEE is not currently in the Stopped state.",,"We can't test shutdown using the current TCK architecture, and we can't test transitory states, so we can only test that shutdown() fails from the RUNNING state.","ShutdownFailsFromRunning","Current SLEE state: STOPPED, STARTING, RUNNING, STOPPING","Current SLEE state: RUNNING","Try to call shutdown() in the SleeManagementMBean, and check that it throws an InvalidStateException.","Matt","Complete",,,
4035,,,"2.2","Pfd2","Impossible",,,,"ManagementException - if the operational state could not be determined due to a system-level failure.",,,,,,,,,,,
4036,"javax.slee.management.SleeManagementMBean","getDeploymentMBean",,"Pfd2","Method","4037",,,,,,,,,,,"Complete",,,
4037,,,"2 ","Pfd2","Assertion",,,"High","Returns the JMX Object Name of the DeploymentMBean object.",,,"TestMBeanAccessors",,,"Checks that the returned ObjectName references an MBean of the correct type, using MBeanServer.isInstanceOf()","Matt","Complete",,,
4038,"javax.slee.management.SleeManagementMBean","getServiceManagementMBean",,"Pfd2","Method","4039",,,,,,,,,,,"Complete",,,
4039,,,"2 ","Pfd2","Assertion",,,"High","Returns the JMX Object Name of the ServiceManagementMBean object.",,,"TestMBeanAccessors",,,"Checks that the returned ObjectName references an MBean of the correct type, using MBeanServer.isInstanceOf()","Matt","Complete",,,
4040,"javax.slee.management.SleeManagementMBean","getProfileProvisioningMBean",,"Pfd2","Method","4041",,,,,,,,,,,"Complete",,,
4041,,,"2 ","Pfd2","Assertion",,,"High","Returns the JMX Object Name of the ProfileProvisioningMBean object.",,,"TestMBeanAccessors",,,"Checks that the returned ObjectName references an MBean of the correct type, using MBeanServer.isInstanceOf()","Matt","Complete",,,
4042,"javax.slee.management.SleeManagementMBean","getTraceMBean",,"Pfd2","Method","4043",,,,,,,,,,,"Complete",,,
4043,,,"2 ","Pfd2","Assertion",,,"High","Returns the JMX Object Name of the TraceMBean object.",,,"TestMBeanAccessors",,,"Checks that the returned ObjectName references an MBean of the correct type, using MBeanServer.isInstanceOf()","Matt","Complete",,,
4044,"javax.slee.management.SleeManagementMBean","getAlarmMBean",,"Pfd2","Method","4045,4047,4048",,,,,,,,,,,"Complete",,,
4045,,,"2 ","Pfd2","Assertion",,,"High","Returns the JMX Object Name of the AlarmMBean object.",,,"TestMBeanAccessors",,,"Checks that the returned ObjectName references an MBean of the correct type, using MBeanServer.isInstanceOf()","Matt","Complete",,,
4046,"javax.slee.management.SleeProvider",,"1","Pfd2","Context",,,,"The SleeProvider interface provides a management client with enough information to begin interacting with a SLEE's management subsystem.",,,,,,,,,,,
4047,,,"1","Pfd2","Covered","(many)",,,"Every SLEE vendor must provide at least one implementation of this interface (a peer class) and document the peer class's fully qualified class name.",,"Tested implicity by the TCK plugin - the SLEE must satisfy this requirement for the TCK to function.",,,,,,,,,
4048,,,"1","Pfd2","Covered","(many)",,,"The peer class must include a public no-arg constructor.",,"Tested implicity by the TCK plugin - the SLEE must satisfy this requirement for the TCK to function.",,,,,,,,,
4049,"javax.slee.management.SleeProvider","getSleeManagementMBean",,"Pfd2","Method","1891",,,,,,,,,,,,,,
4050,,,"2 ","Pfd2","Covered","(many)",,,"Returns the JMX Object Name of the SleeManagementMBean object.",,"Tested implicity by the TCK plugin - the SLEE must satisfy this requirement for the TCK to function.",,,,,,,,,
4051,"javax.slee.management.TraceMBean",,"1","Pfd2","Context",,,,"The TraceMBean interface defines the management interface for the TraceFacility (and other vendor-specific trace generating interfaces).",,,,,,,,,,,
4052,,,"2 ","Pfd2","Context",,,,"The Object Name of a TraceMBean object can be obtained by a managemunt client via the SleeManagementMBean.getTraceMBean() method.",,,,,,,,,,,
4053,,,"3","Pfd2","Assertion",,,"Low","Since TraceMBean objects can emit Trace notifications, it is required that the TraceMBean object implement the javax.management.NotificationBroadcaster interface.",,,,,,,,,,,
4054,"javax.slee.management.TraceMBean","setTraceLevel",,"Pfd2","Method","4055",,,,,,,,,,,,,,
4055,,,"1","Pfd2","Assertion",,,"Low","Set the trace filter level for a particular component.",,,"Test4055Test",,,"Set the trace level for an SBB, verify the set level with getTraceLevel.","Cath","Complete",,,
4056,,,"1","Pfd2","Assertion",,,"Low","The TraceMBean only generates trace notifications if the trace level of a trace message generated by a component is equal or greater than the trace filter level set for that component.",,,,,,,,,,,
4057,,,"2 ","Pfd2","Assertion",,,"Low","The default trace filter level for a component is Level.OFF.",,,,,,,,,,,
4058,,,"4.1","Pfd2","Assertion",,,"Low","java.lang.NullPointerException - if id is null.",,,,,,,,,,,
4059,,,"4.2","Pfd2","Assertion",,,"Low","UnrecognizedComponentException - if id is not a recognizable ComponentID object for the SLEE or it does not correspond with a component installed in the SLEE.",,,,,,,,,,,
4060,,,"4.3","Pfd2","Impossible",,,,"ManagementException - if the trace level could not be set due to a system-level failure.",,,,,,,,,,,
4061,"javax.slee.management.TraceMBean","getTraceLevel",,"Pfd2","Method","4062",,,,,,,,,,,,,,
4062,,,"4","Pfd2","Assertion",,,"Low","Returns the trace filter level for the component.",,,"Test4055Test",,,"Set the trace level for an SBB, verify the set level with getTraceLevel.","Cath","Complete",,,
4063,,,"5.1","Pfd2","Assertion",,,"Low","java.lang.NullPointerException - if id is null.",,,,,,,,,,,
4064,,,"5.2","Pfd2","Assertion",,,"Low","UnrecognizedComponentException - if id is not a recognizable ComponentID object for the SLEE or it does not correspond with a component installed in the SLEE.",,,,,,,,,,,
4065,,,"5.3","Pfd2","Impossible",,,,"ManagementException - if the trace level could not be set due to a system-level failure.",,,,,,,,,,,
4066,"javax.slee.management.AlarmDuplicateFilter",,"1","Pfd2","Assertion",,,"Low","A notification filter that suppresses equivalent AlarmNotifications that occur during a specified period of time.",,,"Test4066Test",,,"Create AlarmDuplicateFilter and register it with the Notification listener.  Generate two alarms, and set a timer.  When the timer goes off generate a third alarm.  The first and third alarms should be received (the timer is to go off after the filter expires).","Cath","Complete",,,
4067,,,"1","Pfd2","Assertion",,,"Low","Only the first of a series of equivalent alarm notifications is allowed through this filter.",,,"Test4066Test",,,,"Cath","Complete",,,
4068,,,"1","Pfd2","Assertion",,,"Low","When the specified period of time elapses after the first notification, the cycle restarts and a subsequent equivalent alarm notification is allowed through.",,,,,,,,,,,
4069,,,"2 ","Pfd2","Assertion",,,"Low","Alarm notification equivalence is tested using the AlarmNotification.equals(java.lang.Object) method.",,,,,,,,,,,
4070,,,"3","Pfd2","Assertion",,,"Low","Notifications that are not instances of AlarmNotification are suppressed by this filter.",,,,,,,,,,,
4071,"javax.slee.management.AlarmDuplicateFilter","isNotificationEnabled",,"Pfd2","Method","4066",,,,,,,,,,,,,,
4072,,,"4","Pfd2","Assertion",,,"Low","Returns true if the notification should be delivered to notification listeners, false otherwise.",,,,,,,,,,,
4073,,,"4","Pfd2","Assertion",,,"Low","This method always returns false if notification is not an instance of AlarmNotification.",,,,,,,,,,,
4074,"javax.slee.management.AlarmLevelFilter",,"1","Pfd2","Assertion",,,"Low","Only alarm notifications of the specified level or greater are allowed through this filter.",,,"Test4074Test",,,"Create AlarmLevelFilter.  Create three alarms, ensure that only WARNING and SEVERE gets through and that INFO does not.","Cath","Complete",,,
4075,,,"2 ","Pfd2","Assertion",,,"Low","Notifications that are not instances of AlarmNotification are suppressed by this filter.",,,,,,,,,,,
4076,"javax.slee.management.AlarmLevelFilter","isNotificationEnabled",,"Pfd2","Method","4074",,,,,,,,,,,,,,
4077,,,"4","Pfd2","Assertion",,,"Low","Returns true if the notification should be delivered to notification listeners, false otherwise.",,,,,,,,,,,
4078,,,"4","Pfd2","Assertion",,,"Low","This method always returns false if notification is not an instance of AlarmNotification.",,,,,,,,,,,
4079,"javax.slee.management.AlarmNotification",,"1","Pfd2","Context",,,,"This notification is emitted by an AlarmMBean object to indicate some component or subsystem in the SLEE is experiencing a significant problem.",,,,,,,,,,,
4080,,,"2 ","Pfd2","Assertion",,,"Low","The notification type of all alarm notifications is specified by the AlarmMBean.ALARM_NOTIFICATION_TYPE attribute.",,,,,,,,,,,
4081,"javax.slee.management.AlarmNotification","ctor",,"Pfd2","Impossible",,,,,,"Can't test contructor, as the first argument is an AlarmMBean, and there is no API for accessing an AlarmMBean directly.",,,,,,,,,
