"Last: 2510","JAIN SLEE 1.0 Technical Specification Assertions",,,,,"T?: 0",,9,306,503,74,90,462,"Active: 1"
918,"10.1.2","1.2","Pfd2","Covered",3900,,"Each Profile within a Profile Table must have a unique name within the Profile Table.",,,,,,,
2427,"10.1.2","1.2","Pfd2","Context",,,"This name is known as the Profile name.",,,,,,,
2428,"10.1.2","1.2","Pfd2","Self-Evident",,,"The Java type for Profile names is java.lang.String.",,,,,,,
2429,"10.1.2","1.2","Pfd3","Assertion",,,"A Profile name cannot be null or zero-length, and may only contain letter or digit characters as defined by java.lang.Character.isLetter and java.lang.Character.isDigit. Additionally, any other character in the Unicode range 0x0020-0x007e may be included in a Profile name.",,"The null and zero-length cases are covered by assertions 3897 and 3899.","ProfileNamesTest",,"Invalid characters: 0x0000-0x001f,0x007f. Valid characters: 0x0020-0x007e","Try to create a profile with a name containing all the chosen valid characters, and check that no exception is thrown. For each chosen invalid character, try to create a profile with name consisting of only that character, and check that the InvalidArgumentException is thrown.","Complete"
919,"10.1.2","1.3","Pfd2","Covered",3900,,"The Profile Table name and Profile name together uniquely identify a Profile within the SLEE.  This is known as the Profile identifier.  ",,"The uniqueness of the profile table/profile name is covered by test 3900 which attempts to create duplicates",,,,,
920,"10.1.2","1.3","Pfd2","Context",,,"The Java type that encapsulates Profile identifiers is the ProfileID class (see Section 10.2).",,,,,,,
921,"10.1.3","1.1","Pfd2","Context",,,"A Profile Table can also be identified by an Address object.  The address plan of this Address object is SLEE_PROFILE_TABLE and the address string contains the Profile Table's name.",,,,,,,
922,"10.1.3","1.2","Pfd2","Assertion",,,"A Profile can also be identified by an Address object.  The address plan of this Address object is SLEE_PROFILE and the address string contains the Profile identifier encoded as ""profile_table_name/profile_name"".",,,"ProfileEventsTest",,,"Create a profile table, then add profiles A and B to it. Attach an SBB to B's activity, then edit and commit B. In the ProfileUpdatedEvent event handler method, check the address plan, and check that the address contains the profile table's name and profile's name.","Complete"
923,"10.1.4","1","Pfd2","Assertion",,,"Each Profile Table has a default Profile that is specific to the Profile Table.",,,"DefaultIsTableSpecificTest",,,"Create 2 profile tables for the same specification. Edit the default profile for table A, and check that the changes are not visible in the default profile for table B.","Complete"
924,"10.1.4","1.1","Pfd2","Assertion",,,"When the Profile Table is created, the persistent state of the default Profile is initialized by the profileInitialize method (see Section 10.10.3) of the Profile Management abstract class (if one is defined).",,,"CheckInitializeProfileTest",,,"Install a profile spec which contains a profile management abstract class which sets an attribute to a non-null value. Create a new table, and check that the default profile has been initialised (ie check that the attribute is set to the non-null value).","Complete"
925,"10.1.4","1.2","Pfd2","Context",,,"In addition, an Admistrator can update the default Profile of the Profile Table through the SLEE's management interface.",,,,,,,
926,"10.1.4","1.3","Pfd2","Assertion",,,"When an Administrator adds a Profile to the Profile Table, the SLEE copies the persistent state of the default Profile to the new Profile.  The default Profile of a Profile Table provides the initial values for the attributes of new Profiles of the same Profile Table.",,,"CheckInitializeProfileTest","Value: the initial default value; the current deafult value.","Value: the initial default value; the current deafult value.","Install a profile spec which contains a profile management abstract class which sets an attribute to a non-null value. Create a new table, and create a new profile in the table. Check that the new profile takes the initialized default value. Update the default profile. Create another new profile. Check that the new profile takes the updated default value.","Complete"
927,"10.2","1.1","Pfd2","Assertion",,,"The equals method indicates whether the specified object is equal to the Profile identifier.",,,,,,,
928,"10.2","1.2","Pfd2","Assertion",,,"The hashCode method: the implementation of this method should provide a reasonable hash code value for the Profile identifier.",,,,,,,
929,"10.2","2","Pfd2","Context",,,"The above methods may throw the following exceptions:",,,,,,,
930,"10.2","2.1","Pfd2","Assertion",,,"java.lang.NullPointerException.  If any of a method's arguments are null, the method throws a NullPointerException.",,,,,,,
931,"10.2","2.2","Pfd3","Assertion",,,"java.lang.IllegalArgumentException.  If the profileTableName argument contains the ""/"" character, or the address argument does not have an address plan of SLEE_PROFILE or the address string is not valid for the SLEE_PROFILE address plan, the method throws an IllegalArgumentException..",,,"ProfileIDValidation","Profile table name: with ""/""; without ""/"".  Address with address plan SLEE_PROFILE; with other address plan","Profile table name: with ""/""; without ""/"".  Address with address plan SLEE_PROFILE; with other address plan",,"Complete"
932,"10.3","1","Pfd2","Covered",1397,,"Each Profile Table has an associated Activity.",,,,,,,
933,"10.3","1","Pfd2","Context",,,"The Java object that encapsulates the associated Activity is a ProfileTableActivity object.",,,,,,,
934,"10.3","1","Pfd3","Context",,,"The SLEE fires the following types of events on a ProfileTableActivity object:",,,,,,,
935,"10.3","1.1","Pfd3","Assertion",,,"After a Profile is added to a Profile Table, the SLEE fires a Profile Added Event on the Profile Table's Activity.",,,"ProfileEventsTest",,,"Create a profile table, attach an SBB to its activity, then add a profile to it. Check that a ProfileAddedEvent event is delivered to the SBB. In the event handler method, check that the ACI represents the profile table's activity.","Complete"
2409,"10.3","1.2","Pfd3","Assertion",,,"After a Profile has been updated, the SLEE fires a Profile Updated Event on the Profile Table s Activity.",,,"ProfileEventsTest",,,"Create a profile table, attach an SBB to its activity, then add a profile to the table. Make some changes to the profile, and commit the changes. Check that a ProfileUpdatedEvent is fired for the profile. In the event handler method, check that the ACI represents the profile table's activity.","Complete"
936,"10.3","1.3","Pfd3","Assertion",,,"After a Profile is removed from a Profile Table, the SLEE fires and delivers a Profile Removed Event on the Profile Table's Activity.",,,"ProfileEventsTest",,,"Create a profile table, attach an SBB to its activity, add a profile to it, then remove the profile from it. Check that a ProfileRemovedEvent event is delivered to the SBB. In the event handler method, check that the ACI represents the profile table's activity.","Complete"
937,"10.3","2","Pfd2","Context",,,"These events are also known as Profile Table Events.",,,,,,,
938,"10.3","3","Pfd2","Assertion",,,"The SLEE invokes the event handler methods for these ProfileTable Events within a transaction and these event handler methods can act on the Profile Table additions, updates, and deletions  with full access to the runtime environment.",,,"ProfileEventsTest","ProfileAddedEvent; ProfileRemovedEvent;ProfileUpdatedEvent","ProfileAddedEvent; ProfileRemovedEvent;ProfileUpdatedEvent","Create a profile table, and  attach an SBB to its activity. Create profile A.  In the ProfileAddedEvent handler, check that getRollbackOnly() does not throw a TransactionRequiredLocalException. Make some changes to the profile, and commit the changes. In the event handler for the  ProfileUpdatedEvent, check that getRollbackOnly() does not throw a TransactionRequiredLocalException. Remove profile A.  In the ProfileRemovedEvent handler, check that getRollbackOnly() does not throw a TransactionRequiredLocalException. ","Complete"
939,"10.3","4","Pfd2","Assertion",,,"SBBs register interest in these events like any other events using event elements in their deployment descriptors and by attaching to the appropriate Activity Contexts.",,"The event delivery is also covered in this test, for other assertions.","ProfileEventsTest","ProfileAddedEvent; ProfileRemovedEvent;ProfileUpdatedEvent","ProfileAddedEvent; ProfileRemovedEvent;ProfileUpdatedEvent","Create a profile table, and try to attach an SBB to its activity. Check that attach() does not fail.","Complete"
